complaint_id,created_at,language,complaint_text,normalized_text,category,department,priority,location_type,specific_location,affected_population,safety_flag,repeat_count,is_duplicate,duplicate_of_id,resolution_time_hours,status,resolution_notes
CMP-03106,2026-01-21 22:54:00,ta,Library Entrance இல் கண்ணாடி பலகம் உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,library entrance இல கண ண ட பலகம உட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Safety and Security,Security Office,Critical,Hostel,Library Entrance,104,1,1,1,CMP-02436,3.9,Resolved,Synthetic resolution record
CMP-03776,2026-01-22 06:37:00,en,There is a problem because the dustbin is overflowing at Girls Hostel Washroom.,there is a problem because the dustbin is overflowing at girls hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Girls Hostel Washroom,108,0,2,1,CMP-01897,2.59,Closed,Synthetic resolution record
CMP-00089,2026-01-22 09:27:00,en,There is a problem because the classroom bench is broken at C-101.,there is a problem because the classroom bench is broken at c 101,Classroom and Laboratory,Academic Infrastructure,Low,Laboratory,C-101,71,0,0,0,,10.42,Closed,Synthetic resolution record
CMP-00866,2026-01-22 09:35:00,ta_en,"Engineering Block la washroom tap broken ah iruku, immediate ah solve pannunga.",engineering block la washroom tap broken ah iruku immediate ah solve pannunga,Water and Plumbing,Plumbing and Civil Maintenance,High,Washroom,Engineering Block,77,0,0,0,,10.7,In Progress,
CMP-02297,2026-01-22 10:11:00,en,Please check the food quality is poor at Main Canteen.,please check the food quality is poor at main canteen,Food and Canteen,Canteen Committee,Low,Canteen,Main Canteen,44,0,1,0,,28.5,Open,
CMP-01493,2026-01-22 10:54:00,ta_en,C-101 la classroom bench broken ah iruku. Please check pannunga.,c 101 la classroom bench broken ah iruku please check pannunga,Classroom and Laboratory,Academic Infrastructure,High,Classroom,C-101,36,0,0,0,,26.24,In Progress,
CMP-02820,2026-01-22 11:23:00,en,Please check the room has a damaged window at Hostel Room 312.,please check the room has a damaged window at hostel room 312,Hostel and Accommodation,Hostel Administration,High,Hostel,Hostel Room 312,99,0,2,0,,45.93,In Progress,
CMP-00106,2026-01-22 12:35:00,ta,குளிர்சாதன வசதி வேலை செய்யவில்லை பிரச்சனை Computer Laboratory இடத்தில் உள்ளது.,க ள ர ச தன வசத வ ல ச ய யவ ல ல ப ரச சன computer laboratory இடத த ல உள ளத,Classroom and Laboratory,Academic Infrastructure,High,Classroom,Computer Laboratory,75,0,1,0,,10.74,Resolved,Synthetic resolution record
CMP-01931,2026-01-22 13:02:00,ta,குழல் விளக்கு மின்னுகிறது பிரச்சனை Engineering Block இடத்தில் உள்ளது.,க ழல வ ளக க ம ன ன க றத ப ரச சன engineering block இடத த ல உள ளத,Electrical and Power,Electrical Maintenance,Medium,Campus Building,Engineering Block,74,0,2,0,,4.44,Closed,Synthetic resolution record
CMP-02982,2026-01-22 13:31:00,ta_en,unauthorized person hostel area la vandhirukanga at Hostel Block B. Kindly action edunga.,unauthorized person hostel area la vandhirukanga at hostel block b kindly action edunga,Safety and Security,Security Office,Medium,Hostel,Hostel Block B,47,1,1,0,,3.91,Resolved,Synthetic resolution record
CMP-01822,2026-01-22 13:43:00,ta,Electronics Laboratory இல் ஆய்வக உபகரணம் வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,electronics laboratory இல ஆய வக உபகரணம வ ல ச ய யவ ல ல உடனட ய க நடவட க க எட க கவ ம,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,Electronics Laboratory,57,0,1,0,,23.81,Open,
CMP-01297,2026-01-22 14:27:00,en,Please check the corridor light is not working at C-305.,please check the corridor light is not working at c 305,Electrical and Power,Electrical Maintenance,High,Hostel,C-305,125,0,2,0,,5.48,In Progress,
CMP-02825,2026-01-22 14:43:00,ta_en,drinking water dispenser work aagala at North Canteen. Kindly action edunga.,drinking water dispenser work aagala at north canteen kindly action edunga,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,47,0,2,0,,22.34,In Progress,
CMP-01315,2026-01-22 15:01:00,en,There is a problem because the water tank is overflowing at Hostel Block B.,there is a problem because the water tank is overflowing at hostel block b,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Campus Building,Hostel Block B,219,0,2,0,,5.57,Closed,Synthetic resolution record
CMP-00694,2026-01-22 16:32:00,en,Urgent attention is needed because the room door lock is broken in Girls Hostel Block B.,urgent attention is needed because the room door lock is broken in girls hostel block b,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block B,51,0,0,0,,53.33,Resolved,Synthetic resolution record
CMP-03294,2026-01-22 16:32:00,en,Urgent attention is needed because the projector is not displaying in C-101.,urgent attention is needed because the projector is not displaying in c 101,Classroom and Laboratory,Academic Infrastructure,High,Classroom,C-101,60,0,1,1,CMP-01493,13.74,Resolved,Synthetic resolution record
CMP-02640,2026-01-22 16:36:00,ta_en,Route 2 Bus Stop area la campus bus late ah vandhuchu.,route 2 bus stop area la campus bus late ah vandhuchu,Transport and Parking,Transport Cell,Medium,Campus Road,Route 2 Bus Stop,66,0,0,0,,5.52,In Progress,
CMP-01194,2026-01-22 16:52:00,en,Urgent attention is needed because the washroom has not been cleaned in Main Canteen.,urgent attention is needed because the washroom has not been cleaned in main canteen,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Canteen,Main Canteen,103,0,0,0,,14.91,Open,
CMP-01135,2026-01-22 20:47:00,ta_en,"Boys Hostel Block A la cupboard lock work aagala, immediate ah solve pannunga.",boys hostel block a la cupboard lock work aagala immediate ah solve pannunga,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block A,158,0,0,0,,53.36,Closed,Synthetic resolution record
CMP-00645,2026-01-22 20:58:00,ta,வளாக தெருவிளக்கு வேலை செய்யவில்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,வள க த ர வ ளக க வ ல ச ய யவ ல ல ப ரச சன hostel block b இடத த ல உள ளத,Safety and Security,Security Office,High,Hostel,Hostel Block B,157,1,1,0,,2.01,In Progress,
CMP-03752,2026-01-22 23:53:00,en,I want to report that the campus street light is not working in Hostel Block B.,i want to report that the campus street light is not working in hostel block b,Safety and Security,Security Office,Medium,Hostel,Hostel Block B,202,1,2,1,CMP-02982,4.17,Open,
CMP-03188,2026-01-23 05:03:00,ta,Computer Laboratory பகுதியில் ஆய்வக உபகரணம் வேலை செய்யவில்லை. தயவுசெய்து சரிசெய்யவும்.,computer laboratory பக த ய ல ஆய வக உபகரணம வ ல ச ய யவ ல ல தயவ ச ய த சர ச ய யவ ம,Classroom and Laboratory,Academic Infrastructure,High,Laboratory,Computer Laboratory,67,0,1,1,CMP-01847,18.32,Resolved,Synthetic resolution record
CMP-02490,2026-01-23 08:55:00,ta_en,College Entrance area la campus bus late ah vandhuchu.,college entrance area la campus bus late ah vandhuchu,Transport and Parking,Transport Cell,Medium,Parking,College Entrance,22,0,2,0,,28.16,Resolved,Synthetic resolution record
CMP-02046,2026-01-23 09:20:00,en,I want to report that the dustbin is overflowing in Main Canteen.,i want to report that the dustbin is overflowing in main canteen,Cleanliness and Waste,Housekeeping and Sanitation,Low,Campus Road,Main Canteen,78,0,1,0,,4.23,Resolved,Synthetic resolution record
CMP-02361,2026-01-23 10:31:00,en,There is a problem because the food appears unhygienic at Hostel Mess.,there is a problem because the food appears unhygienic at hostel mess,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,62,0,0,0,,4.44,Open,
CMP-01237,2026-01-23 10:59:00,en,There is a problem because the fee payment is not updated in the portal at Accounts Office.,there is a problem because the fee payment is not updated in the portal at accounts office,Administration and Documents,Administrative Office,Medium,Office,Accounts Office,23,0,1,0,,132.25,Closed,Synthetic resolution record
CMP-02732,2026-01-23 12:51:00,en,Please check the canteen service is very slow at Hostel Mess.,please check the canteen service is very slow at hostel mess,Food and Canteen,Canteen Committee,High,Canteen,Hostel Mess,52,1,0,0,,7.97,Closed,Synthetic resolution record
CMP-03119,2026-01-23 13:02:00,en,Please check the ERP login is failing at Hostel Block A.,please check the erp login is failing at hostel block a,Wi-Fi and IT Services,IT Support and Network Cell,Low,Classroom,Hostel Block A,30,0,3,1,CMP-01544,33.22,Resolved,Synthetic resolution record
CMP-00531,2026-01-23 13:10:00,en,Please check the cupboard lock is not working at Hostel Room 214.,please check the cupboard lock is not working at hostel room 214,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Hostel Room 214,23,0,2,0,,47.33,Closed,Synthetic resolution record
CMP-03148,2026-01-23 13:11:00,ta,குளிர்சாதன வசதி வேலை செய்யவில்லை பிரச்சனை C-204 இடத்தில் உள்ளது.,க ள ர ச தன வசத வ ல ச ய யவ ல ல ப ரச சன c 204 இடத த ல உள ளத,Classroom and Laboratory,Academic Infrastructure,Low,Laboratory,C-204,31,0,1,1,CMP-01413,44.1,Closed,Synthetic resolution record
CMP-00946,2026-01-23 15:15:00,ta,அறை கதவு பூட்டு உடைந்துள்ளது பிரச்சனை Hostel Room 214 இடத்தில் உள்ளது.,அற கதவ ப ட ட உட ந த ள ளத ப ரச சன hostel room 214 இடத த ல உள ளத,Hostel and Accommodation,Hostel Administration,Low,Hostel,Hostel Room 214,159,0,1,0,,63.45,Resolved,Synthetic resolution record
CMP-01933,2026-01-23 17:11:00,en,There is a problem because the student portal is not loading at Computer Laboratory.,there is a problem because the student portal is not loading at computer laboratory,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Library,Computer Laboratory,143,0,0,0,,15.1,In Progress,
CMP-02136,2026-01-23 17:21:00,en,Urgent attention is needed because the projector is not displaying in Computer Laboratory.,urgent attention is needed because the projector is not displaying in computer laboratory,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,Computer Laboratory,61,0,1,0,,32.8,In Progress,
CMP-03061,2026-01-23 19:39:00,ta,Computer Laboratory பகுதியில் மின்சார சுவிட்ச் சேதமடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,computer laboratory பக த ய ல ம ன ச ர ச வ ட ச ச தமட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Electrical and Power,Electrical Maintenance,High,Classroom,Computer Laboratory,60,0,3,1,CMP-01690,15.35,Closed,Synthetic resolution record
CMP-00243,2026-01-23 19:42:00,en,There is a problem because the washroom tap is broken at Main Canteen.,there is a problem because the washroom tap is broken at main canteen,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Washroom,Main Canteen,72,0,2,0,,0.91,Resolved,Synthetic resolution record
CMP-03557,2026-01-23 23:20:00,en,Urgent attention is needed because the water tank is overflowing in Engineering Block.,urgent attention is needed because the water tank is overflowing in engineering block,Water and Plumbing,Plumbing and Civil Maintenance,High,Washroom,Engineering Block,116,0,1,1,CMP-00866,6.42,Resolved,Synthetic resolution record
CMP-03065,2026-01-24 00:01:00,ta,தண்ணீர் வழங்கல் இல்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,தண ண ர வழங கல இல ல ப ரச சன hostel block b இடத த ல உள ளத,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Campus Building,Hostel Block B,104,0,3,1,CMP-01315,3.68,Resolved,Synthetic resolution record
