complaint_id,complaint_text,normalized_text,category,department,priority,location_type,specific_location,is_duplicate,duplicate_of_id
CMP-00324,There is a problem because a vehicle is blocking the campus entrance at College Entrance.,there is a problem because a vehicle is blocking the campus entrance at college entrance,Transport and Parking,Transport Cell,High,Campus Road,College Entrance,0,
CMP-02816,"Examination Cell la fee payment portal la update aagala, immediate ah solve pannunga.",examination cell la fee payment portal la update aagala immediate ah solve pannunga,Administration and Documents,Administrative Office,Low,Office,Examination Cell,0,
CMP-00721,current supply illa at Computer Laboratory. Kindly action edunga.,current supply illa at computer laboratory kindly action edunga,Electrical and Power,Electrical Maintenance,Medium,Campus Building,Computer Laboratory,0,
CMP-03411,நடைபாதை அழுக்காக உள்ளது பிரச்சனை Girls Hostel Washroom இடத்தில் உள்ளது.,நட ப த அழ க க க உள ளத ப ரச சன girls hostel washroom இடத த ல உள ளத,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Canteen,Girls Hostel Washroom,1,CMP-02048
CMP-01383,Please check the corridor is dirty at Girls Hostel Washroom.,please check the corridor is dirty at girls hostel washroom,Cleanliness and Waste,Housekeeping and Sanitation,Medium,Campus Road,Girls Hostel Washroom,0,
CMP-02495,Please check the food price is incorrect at Main Canteen.,please check the food price is incorrect at main canteen,Food and Canteen,Canteen Committee,High,Canteen,Main Canteen,0,
CMP-00767,"AI Laboratory la lab equipment work aagala, immediate ah solve pannunga.",ai laboratory la lab equipment work aagala immediate ah solve pannunga,Classroom and Laboratory,Academic Infrastructure,Low,Laboratory,AI Laboratory,0,
CMP-02479,I want to report that the cupboard lock is not working in Boys Hostel Block A.,i want to report that the cupboard lock is not working in boys hostel block a,Hostel and Accommodation,Hostel Administration,High,Hostel,Boys Hostel Block A,0,
CMP-00654,pipe la water leak aagudhu at Hostel Block B. Kindly action edunga.,pipe la water leak aagudhu at hostel block b kindly action edunga,Water and Plumbing,Plumbing and Civil Maintenance,Low,Washroom,Hostel Block B,0,
CMP-03306,I want to report that a vehicle is blocking the campus entrance in Route 2 Bus Stop.,i want to report that a vehicle is blocking the campus entrance in route 2 bus stop,Transport and Parking,Transport Cell,Medium,Campus Road,Route 2 Bus Stop,1,CMP-01675
CMP-01689,Hostel Block B area la campus street light work aagala.,hostel block b area la campus street light work aagala,Safety and Security,Security Office,High,Hostel,Hostel Block B,0,
CMP-03301,There is a problem because the bus is overcrowded at Route 2 Bus Stop.,there is a problem because the bus is overcrowded at route 2 bus stop,Transport and Parking,Transport Cell,High,Parking,Route 2 Bus Stop,1,CMP-00918
CMP-02425,campus street light work aagala at Library Entrance. Kindly action edunga.,campus street light work aagala at library entrance kindly action edunga,Safety and Security,Security Office,Critical,Campus Building,Library Entrance,0,
CMP-01114,I want to report that the bus route was changed without notice in Route 3 Bus Stop.,i want to report that the bus route was changed without notice in route 3 bus stop,Transport and Parking,Transport Cell,High,Parking,Route 3 Bus Stop,0,
CMP-00802,There is a problem because the bonafide certificate request is pending at Scholarship Office.,there is a problem because the bonafide certificate request is pending at scholarship office,Administration and Documents,Administrative Office,Low,Office,Scholarship Office,0,
CMP-02011,There is a problem because the corridor is dirty at Parking Area.,there is a problem because the corridor is dirty at parking area,Cleanliness and Waste,Housekeeping and Sanitation,High,Hostel,Parking Area,0,
CMP-01641,"Parking Area la washroom clean pannala, immediate ah solve pannunga.",parking area la washroom clean pannala immediate ah solve pannunga,Cleanliness and Waste,Housekeeping and Sanitation,Low,Canteen,Parking Area,0,
CMP-01828,There is a problem because the Wi-Fi is not working at Central Library Reading Hall.,there is a problem because the wi fi is not working at central library reading hall,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Hostel,Central Library Reading Hall,0,
CMP-01164,Please check the water tank is overflowing at Hostel Block A.,please check the water tank is overflowing at hostel block a,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Hostel Block A,0,
CMP-01368,"C-305 la classroom bench broken ah iruku, immediate ah solve pannunga.",c 305 la classroom bench broken ah iruku immediate ah solve pannunga,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,C-305,0,
CMP-00082,Hostel Block A பகுதியில் கழிவறை குழாய் உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,hostel block a பக த ய ல கழ வற க ழ ய உட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Canteen,Hostel Block A,0,
CMP-00289,"Girls Hostel Block A la mattress damage aagiruku, immediate ah solve pannunga.",girls hostel block a la mattress damage aagiruku immediate ah solve pannunga,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block A,0,
CMP-02908,North Canteen area la food hygiene illa.,north canteen area la food hygiene illa,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,0,
CMP-02457,I want to report that an unauthorized person entered the hostel area in Hostel Block B.,i want to report that an unauthorized person entered the hostel area in hostel block b,Safety and Security,Security Office,Low,Parking,Hostel Block B,0,
CMP-00749,"Boys Hostel Block A la cupboard lock work aagala, immediate ah solve pannunga.",boys hostel block a la cupboard lock work aagala immediate ah solve pannunga,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block A,0,
CMP-01154,Please check there is no water supply at Hostel Block B.,please check there is no water supply at hostel block b,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Canteen,Hostel Block B,0,
CMP-03630,North Canteen இல் உணவின் தரம் மோசமாக உள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,north canteen இல உணவ ன தரம ம சம க உள ளத உடனட ய க நடவட க க எட க கவ ம,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,1,CMP-02908
CMP-00168,Central Library இல் மாணவர் தளம் திறக்கவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,central library இல ம ணவர தளம த றக கவ ல ல உடனட ய க நடவட க க எட க கவ ம,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Laboratory,Central Library,0,
CMP-02356,"C-305 la projector display varala, immediate ah solve pannunga.",c 305 la projector display varala immediate ah solve pannunga,Classroom and Laboratory,Academic Infrastructure,Critical,Classroom,C-305,0,
CMP-01571,Urgent attention is needed because the electrical switch is damaged in Computer Laboratory.,urgent attention is needed because the electrical switch is damaged in computer laboratory,Electrical and Power,Electrical Maintenance,Medium,Classroom,Computer Laboratory,0,
CMP-03261,Computer Laboratory பகுதியில் மின்சாரம் இல்லை. தயவுசெய்து சரிசெய்யவும்.,computer laboratory பக த ய ல ம ன ச ரம இல ல தயவ ச ய த சர ச ய யவ ம,Electrical and Power,Electrical Maintenance,Medium,Classroom,Computer Laboratory,1,CMP-01571
CMP-00443,Main Canteen la washroom tap broken ah iruku. Please check pannunga.,main canteen la washroom tap broken ah iruku please check pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Main Canteen,0,
CMP-02455,AC work aagala at Computer Laboratory. Kindly action edunga.,ac work aagala at computer laboratory kindly action edunga,Classroom and Laboratory,Academic Infrastructure,High,Classroom,Computer Laboratory,0,
CMP-01824,There is a problem because the air conditioner is not working at AI Laboratory.,there is a problem because the air conditioner is not working at ai laboratory,Classroom and Laboratory,Academic Infrastructure,Low,Laboratory,AI Laboratory,0,
CMP-02264,campus street light work aagala at Library Entrance. Kindly action edunga.,campus street light work aagala at library entrance kindly action edunga,Safety and Security,Security Office,Critical,Hostel,Library Entrance,0,
CMP-02662,There is a problem because the marksheet correction request is pending at Academic Office.,there is a problem because the marksheet correction request is pending at academic office,Administration and Documents,Administrative Office,Low,Office,Academic Office,0,
CMP-00995,"Main Canteen la water tank overflow aagudhu, immediate ah solve pannunga.",main canteen la water tank overflow aagudhu immediate ah solve pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Main Canteen,0,
CMP-02488,Examination Cell பகுதியில் கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,examination cell பக த ய ல கட டண ச ல த த தல தளத த ல ப த ப ப க கப படவ ல ல தயவ ச ய த சர ச ய யவ ம,Administration and Documents,Administrative Office,High,Office,Examination Cell,0,
CMP-00360,Please check the mattress is damaged at Hostel Room 214.,please check the mattress is damaged at hostel room 214,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Hostel Room 214,0,
CMP-03441,அடையாள அட்டை கோரிக்கை தாமதமாகிறது பிரச்சனை Scholarship Office இடத்தில் உள்ளது.,அட ய ள அட ட க ர க க த மதம க றத ப ரச சன scholarship office இடத த ல உள ளத,Administration and Documents,Administrative Office,Low,Office,Scholarship Office,1,CMP-00802
